isBad_30,CityId,cashTotalAmt,cashTotalCnt,education,idVerify,inCourt,maritalStatus,monthCardLargeAmt,netLength,noTransWeekPre,onlineTransAmt,onlineTransCnt,publicPayAmt,publicPayCnt,threeVerify,transTotalAmt,transTotalCnt,transCnt_mean,transCnt_non_null_months,transAmt_mean,transAmt_non_null_months,cashCnt_mean,cashCnt_non_null_months,cashAmt_mean,cashAmt_non_null_months,isDue,isCrime,isBlackList,Han,age,sex,card_age
0,其它,21380.0,6.0,初中,一致,1,已婚,6590.0,12-24个月,0.79,-18450.0,1.0,0.0,0.0,不一致,12220.0,7.0,0.875,8.0,1527.5,8.0,2.0,3.0,7126.666666666668,3.0,0.0,0.0,1.0,1.0,31.0,男,-6.0
0,其它,,,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,39.0,女,5.0
0,其它,8800.0,5.0,小学,一致,0,已婚,3320.0,24 个月以上,0.77,0.0,0.0,0.0,0.0,一致,6470.0,6.0,1.2,5.0,1294.0,5.0,1.25,4.0,2200.0,4.0,0.0,0.0,0.0,1.0,34.0,男,-1.0
0,二线城市,,,高中,一致,0,离婚,21000.0,12-24个月,0.98,21000.0,1.0,0.0,0.0,一致,21000.0,1.0,1.0,1.0,21000.0,1.0,,,,,0.0,0.0,0.0,1.0,39.0,男,0.0
0,一线城市,5000.0,1.0,高中,一致,0,已婚,25620.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,25620.0,1.0,1.0,1.0,25620.0,1.0,1.0,1.0,5000.0,1.0,0.0,0.0,0.0,1.0,38.0,男,-9.0
0,其它,20000.0,7.0,小学,一致,0,未说明,14860.0,12-24个月,0.92,0.0,0.0,0.0,0.0,一致,16950.0,9.0,3.0,3.0,5650.0,3.0,7.0,1.0,20000.0,1.0,0.0,0.0,0.0,0.0,24.0,男,1.0
0,其它,,,专科,一致,0,未说明,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,男,33.0
0,其它,300.0,2.0,初中,一致,0,已婚,0.0,,0.96,0.0,0.0,0.0,0.0,无记录,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,150.0,2.0,0.0,0.0,0.0,1.0,37.0,女,-10.0
0,其它,,,初中,一致,0,已婚,1060.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,1060.0,1.0,1.0,1.0,1060.0,1.0,,,,,0.0,0.0,0.0,1.0,43.0,男,3.0
1,其它,8600.0,5.0,初中,一致,0,未说明,0.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,3.0,0.0,3.0,1.6666666666666667,3.0,2866.666666666666,3.0,0.0,0.0,0.0,0.0,30.0,男,-4.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,37.0,男,-13.0
0,二线城市,200.0,1.0,Missing,一致,0,未说明,22020.0,,0.96,0.0,0.0,0.0,0.0,不一致,22020.0,1.0,1.0,1.0,22020.0,1.0,1.0,1.0,200.0,1.0,0.0,0.0,0.0,1.0,33.0,男,-1.0
0,二线城市,,,初中,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,32.0,男,-4.0
0,其它,8100.0,6.0,Missing,一致,0,已婚,2480.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,不一致,2540.0,3.0,1.5,2.0,1270.0,2.0,6.0,1.0,8100.0,1.0,0.0,0.0,0.0,1.0,40.0,男,12.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.83,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,8.0,0.0,8.0,,,,,0.0,0.0,0.0,1.0,37.0,男,-2.0
0,其它,,,小学,一致,0,已婚,,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,40.0,男,-12.0
0,一线城市,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,1.0,0.0,1.0,30.0,男,10.0
0,其它,,,高中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,0.0,39.0,男,13.0
0,其它,400.0,1.0,专科,一致,0,已婚,650.0,12-24个月,0.9,0.0,0.0,0.0,0.0,不一致,1010.0,7.0,2.333333333333333,3.0,336.6666666666667,3.0,1.0,1.0,400.0,1.0,0.0,0.0,0.0,1.0,30.0,男,28.0
0,其它,,,初中,一致,0,已婚,70.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,70.0,1.0,1.0,1.0,70.0,1.0,,,,,0.0,0.0,0.0,1.0,31.0,男,6.0
0,其它,1500.0,1.0,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1500.0,1.0,0.0,0.0,0.0,1.0,41.0,男,-5.0
0,其它,,,高中,一致,0,未婚,1310.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,1310.0,2.0,0.5,4.0,327.5,4.0,,,,,0.0,0.0,0.0,1.0,31.0,男,0.0
0,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,1.0,一致,0.0,1.0,1.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,32.0,男,-12.0
0,其它,300.0,1.0,初中,一致,0,未婚,21000.0,24 个月以上,0.88,41000.0,5.0,0.0,0.0,一致,80420.0,9.0,1.8,5.0,16084.0,5.0,1.0,1.0,300.0,1.0,0.0,0.0,0.0,1.0,29.0,男,-4.0
0,其它,1500.0,2.0,初中,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,750.0,2.0,0.0,0.0,0.0,1.0,49.0,男,18.0
0,其它,,,Missing,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,34.0,男,6.0
1,其它,,,初中,一致,1,未婚,210.0,12个月以内,0.94,0.0,0.0,0.0,0.0,不一致,230.0,4.0,2.0,2.0,115.0,2.0,,,,,0.0,0.0,0.0,1.0,36.0,男,0.0
1,其它,,,初中,一致,1,未婚,210.0,12个月以内,0.94,0.0,0.0,0.0,0.0,不一致,230.0,4.0,2.0,2.0,115.0,2.0,,,,,0.0,0.0,0.0,1.0,36.0,男,0.0
0,其它,15000.0,6.0,小学,一致,0,已婚,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,15000.0,1.0,0.0,0.0,0.0,1.0,42.0,男,-13.0
0,其它,,,小学,一致,0,已婚,7990.0,12-24个月,0.96,0.0,0.0,0.0,0.0,一致,7990.0,1.0,0.5,2.0,3995.0,2.0,,,,,0.0,0.0,0.0,0.0,24.0,男,-3.0
0,其它,35000.0,7.0,初中,一致,0,未婚,0.0,24 个月以上,0.77,0.0,1.0,0.0,0.0,一致,0.0,0.0,0.0,7.0,0.0,7.0,3.5,2.0,17500.0,2.0,0.0,0.0,0.0,1.0,35.0,男,55.0
1,新一线城市,,,初中,一致,0,未婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,4.0
0,其它,73600.0,20.0,初中,一致,0,已婚,2800.0,24 个月以上,0.87,0.0,0.0,0.0,0.0,一致,2800.0,1.0,0.3333333333333333,3.0,933.3333333333335,3.0,6.666666666666668,3.0,24533.33333333333,3.0,0.0,0.0,0.0,1.0,31.0,男,0.0
0,其它,,,初中,一致,0,已婚,4000.0,24 个月以上,0.54,-92290.0,24.0,3830.0,4.0,一致,10840.0,10.0,0.9090909090909092,11.0,981.8181818181821,11.0,,,,,0.0,0.0,0.0,1.0,33.0,男,8.0
0,其它,,,小学,一致,0,已婚,3000.0,24 个月以上,0.96,6000.0,2.0,0.0,0.0,一致,6000.0,2.0,1.0,2.0,3000.0,2.0,,,,,0.0,0.0,0.0,1.0,39.0,男,-5.0
0,其它,,,小学,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,46.0,男,3.0
0,二线城市,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,34.0,男,9.0
0,二线城市,,,专科,一致,0,已婚,6000.0,24 个月以上,0.71,14000.0,27.0,14000.0,27.0,一致,18190.0,27.0,4.142857142857143,7.0,2598.5714285714284,7.0,,,,,0.0,0.0,0.0,0.0,51.0,男,-4.0
0,其它,,,初中,一致,0,已婚,1410.0,,0.94,0.0,0.0,0.0,0.0,不一致,3590.0,3.0,1.0,3.0,1193.3333333333333,3.0,,,,,0.0,0.0,0.0,1.0,38.0,男,17.0
0,新一线城市,,,初中,一致,1,已婚,700.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,700.0,2.0,2.0,1.0,700.0,1.0,,,,,0.0,0.0,0.0,1.0,48.0,男,1.0
0,其它,,,高中,一致,0,离婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,51.0,男,10.0
0,其它,38300.0,22.0,初中,一致,0,已婚,14340.0,24 个月以上,0.54,0.0,0.0,0.0,0.0,一致,35260.0,18.0,1.818181818181818,11.0,3204.5454545454545,11.0,3.6666666666666665,6.0,6383.333333333332,6.0,0.0,1.0,0.0,1.0,38.0,男,0.0
0,其它,,,初中,一致,0,已婚,20000.0,24 个月以上,0.94,45000.0,5.0,0.0,0.0,不一致,45000.0,5.0,1.6666666666666667,3.0,15000.0,3.0,,,,,0.0,0.0,0.0,1.0,41.0,男,-1.0
0,其它,2000.0,1.0,Missing,,0,未说明,2490.0,,0.96,0.0,0.0,0.0,0.0,无记录,2490.0,1.0,0.5,2.0,1245.0,2.0,1.0,1.0,2000.0,1.0,0.0,0.0,0.0,0.0,37.0,男,19.0
0,其它,,,高中,一致,0,已婚,0.0,12-24个月,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,51.0,男,-8.0
0,其它,,,初中,一致,0,未婚,500.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,无记录,500.0,1.0,1.0,1.0,500.0,1.0,,,,,0.0,0.0,0.0,1.0,31.0,男,-1.0
0,其它,500.0,1.0,高中,一致,0,未婚,30000.0,24 个月以上,0.9,60000.0,7.0,0.0,0.0,不一致,60000.0,7.0,3.5,2.0,30000.0,2.0,1.0,1.0,500.0,1.0,0.0,0.0,0.0,1.0,44.0,女,-4.0
0,其它,,,小学,一致,0,未说明,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,32.0,男,-12.0
0,其它,,,初中,一致,0,未婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,0.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,29.0,男,0.0
0,其它,31400.0,11.0,初中,一致,0,已婚,6000.0,24 个月以上,0.85,100.0,2.0,0.0,0.0,一致,11370.0,5.0,1.25,4.0,2842.5,4.0,2.75,4.0,7850.0,4.0,0.0,0.0,0.0,1.0,36.0,男,0.0
0,二线城市,,,初中,一致,0,已婚,1500.0,24 个月以上,0.98,1500.0,1.0,1500.0,1.0,一致,1500.0,1.0,1.0,1.0,1500.0,1.0,,,,,0.0,0.0,0.0,1.0,34.0,男,4.0
0,其它,,,初中,一致,0,未婚,10000.0,24 个月以上,0.94,0.0,0.0,0.0,0.0,一致,12450.0,5.0,2.5,2.0,6225.0,2.0,,,,,0.0,0.0,0.0,1.0,31.0,男,1.0
0,一线城市,,,本科以上,一致,0,已婚,5000.0,24 个月以上,0.98,5000.0,1.0,5000.0,1.0,一致,5000.0,1.0,1.0,1.0,5000.0,1.0,,,,,0.0,0.0,0.0,1.0,28.0,女,-4.0
0,其它,1700.0,2.0,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1700.0,1.0,0.0,0.0,0.0,1.0,38.0,男,-8.0
0,其它,,,初中,一致,0,已婚,390.0,24 个月以上,0.94,0.0,0.0,130.0,2.0,一致,520.0,3.0,1.0,3.0,173.33333333333337,3.0,,,,,0.0,0.0,0.0,1.0,28.0,男,-3.0
0,其它,10000.0,3.0,小学,一致,0,已婚,1000.0,24 个月以上,0.9,0.0,0.0,870.0,1.0,一致,1870.0,2.0,0.6666666666666666,3.0,623.3333333333334,3.0,3.0,1.0,10000.0,1.0,0.0,0.0,0.0,0.0,25.0,男,8.0
1,其它,1700.0,3.0,初中,一致,0,未婚,1000.0,24 个月以上,0.87,1750.0,8.0,750.0,7.0,一致,1750.0,8.0,1.6,5.0,350.0,5.0,1.5,2.0,850.0,2.0,0.0,1.0,0.0,1.0,21.0,男,3.0
0,其它,2300.0,5.0,高中,一致,0,已婚,13000.0,12-24个月,0.88,0.0,0.0,0.0,0.0,一致,13000.0,1.0,0.3333333333333333,3.0,4333.333333333333,3.0,2.5,2.0,1150.0,2.0,0.0,0.0,0.0,0.0,39.0,男,-6.0
0,其它,4400.0,3.0,初中,一致,0,未婚,25000.0,24 个月以上,0.87,75000.0,9.0,0.0,0.0,不一致,87520.0,10.0,2.0,5.0,17504.0,5.0,1.5,2.0,2200.0,2.0,0.0,1.0,0.0,1.0,31.0,男,-3.0
0,其它,,,小学,一致,0,已婚,70.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,70.0,1.0,1.0,1.0,70.0,1.0,,,,,0.0,0.0,0.0,0.0,39.0,男,-4.0
0,其它,26000.0,18.0,小学,一致,0,已婚,1000.0,12-24个月,0.75,0.0,0.0,0.0,0.0,一致,1890.0,7.0,1.1666666666666667,6.0,313.3333333333333,6.0,3.6,5.0,5200.0,5.0,0.0,0.0,0.0,0.0,31.0,男,-2.0
1,其它,,,小学,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,25.0,男,5.0
1,其它,,,小学,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,0.0,25.0,男,5.0
0,其它,,,高中,一致,1,离婚,10.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,10.0,1.0,1.0,1.0,10.0,1.0,,,,,0.0,0.0,0.0,1.0,53.0,男,-1.0
1,其它,6700.0,8.0,Missing,,0,未说明,27780.0,24 个月以上,0.73,41420.0,48.0,3360.0,27.0,无记录,43740.0,54.0,8.833333333333334,6.0,7288.333333333332,6.0,2.6666666666666665,3.0,2233.333333333333,3.0,0.0,0.0,0.0,0.0,30.0,男,7.0
1,其它,6700.0,8.0,Missing,,0,未说明,27780.0,24 个月以上,0.73,41420.0,48.0,3360.0,27.0,无记录,43740.0,54.0,8.833333333333334,6.0,7288.333333333332,6.0,2.6666666666666665,3.0,2233.333333333333,3.0,0.0,0.0,0.0,0.0,30.0,男,7.0
0,其它,2100.0,1.0,初中,一致,0,未婚,810.0,24 个月以上,0.96,810.0,1.0,0.0,0.0,一致,810.0,1.0,1.0,1.0,810.0,1.0,1.0,1.0,2100.0,1.0,0.0,1.0,0.0,1.0,27.0,男,5.0
0,其它,,,Missing,一致,0,未说明,40.0,24 个月以上,0.87,0.0,0.0,0.0,0.0,一致,90.0,12.0,2.4,5.0,18.0,5.0,,,,,0.0,0.0,0.0,1.0,35.0,男,-2.0
1,其它,,,初中,一致,0,未婚,0.0,12-24个月,0.98,0.0,1.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,38.0,男,-11.0
1,其它,,,初中,一致,0,未婚,0.0,12-24个月,0.98,0.0,1.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,1.0,0.0,1.0,38.0,男,-11.0
0,其它,,,初中,一致,0,未婚,4850.0,,0.96,0.0,0.0,0.0,0.0,不一致,4850.0,1.0,0.3333333333333333,3.0,1616.666666666667,3.0,,,,,0.0,0.0,0.0,1.0,37.0,男,-9.0
0,其它,,,Missing,一致,0,未说明,,12个月以内,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,26.0,女,11.0
0,二线城市,,,初中,一致,0,未婚,21170.0,24 个月以上,0.85,84220.0,15.0,0.0,0.0,无记录,84220.0,15.0,4.0,4.0,21052.5,4.0,,,,,0.0,0.0,0.0,1.0,30.0,男,9.0
0,其它,,,初中,一致,0,未婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,42.0,女,20.0
0,其它,24000.0,7.0,初中,一致,0,已婚,300.0,24 个月以上,0.81,1810.0,6.0,300.0,2.0,一致,1810.0,7.0,0.875,8.0,225.0,8.0,3.5,2.0,12000.0,2.0,0.0,0.0,0.0,1.0,39.0,男,20.0
1,其它,,,初中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,43.0,男,1.0
0,二线城市,,,Missing,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,33.0,女,-3.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,39.0,男,28.0
0,其它,,,专科,一致,0,未说明,790.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,1160.0,7.0,2.333333333333333,3.0,386.66666666666674,3.0,,,,,0.0,0.0,0.0,1.0,32.0,男,-2.0
0,其它,,,小学,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,26.0,男,-12.0
0,其它,,,Missing,一致,0,未说明,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,28.0,男,-12.0
0,其它,,,小学,一致,0,已婚,1710.0,24 个月以上,0.85,4210.0,5.0,3360.0,5.0,一致,4210.0,7.0,1.1666666666666667,6.0,700.0,6.0,,,,,0.0,0.0,0.0,1.0,33.0,男,6.0
0,二线城市,,,小学,一致,0,未婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,30.0,男,7.0
0,其它,1700.0,3.0,小学,一致,0,未婚,1940.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,不一致,1940.0,1.0,0.3333333333333333,3.0,646.6666666666666,3.0,1.5,2.0,850.0,2.0,0.0,0.0,0.0,1.0,23.0,男,-1.0
0,其它,,,初中,一致,0,已婚,27590.0,24 个月以上,0.92,0.0,0.0,20.0,1.0,一致,46920.0,8.0,2.6666666666666665,3.0,15640.0,3.0,,,,,0.0,0.0,0.0,1.0,37.0,男,-2.0
1,其它,,,初中,一致,1,未婚,21000.0,24 个月以上,0.94,42000.0,6.0,3000.0,2.0,一致,45000.0,8.0,2.6666666666666665,3.0,15000.0,3.0,,,,,0.0,0.0,0.0,1.0,34.0,男,-2.0
1,其它,,,初中,一致,1,未婚,21000.0,24 个月以上,0.94,42000.0,6.0,3000.0,2.0,一致,45000.0,8.0,2.6666666666666665,3.0,15000.0,3.0,,,,,0.0,0.0,0.0,1.0,34.0,男,-2.0
0,其它,,,初中,一致,0,已婚,2610.0,24 个月以上,0.75,-25670.0,12.0,0.0,0.0,一致,21240.0,12.0,1.0909090909090908,11.0,1928.1818181818185,11.0,,,,,0.0,0.0,0.0,1.0,44.0,女,9.0
0,其它,900.0,3.0,初中,一致,0,已婚,0.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,3.0,0.0,3.0,1.5,2.0,450.0,2.0,0.0,0.0,0.0,1.0,30.0,男,0.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,0.0
0,二线城市,15100.0,5.0,初中,一致,0,未说明,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,2.5,2.0,7550.0,2.0,0.0,0.0,0.0,1.0,36.0,男,6.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,35.0,女,0.0
1,其它,43300.0,24.0,初中,一致,1,已婚,80.0,24 个月以上,0.83,0.0,0.0,0.0,0.0,不一致,80.0,2.0,0.25,8.0,10.0,8.0,3.4285714285714284,7.0,6185.714285714284,7.0,0.0,0.0,0.0,1.0,36.0,男,4.0
1,其它,43300.0,24.0,初中,一致,1,已婚,80.0,24 个月以上,0.83,0.0,0.0,0.0,0.0,不一致,80.0,2.0,0.25,8.0,10.0,8.0,3.4285714285714284,7.0,6185.714285714284,7.0,0.0,0.0,0.0,1.0,36.0,男,4.0
0,其它,,,初中,一致,0,已婚,20000.0,24 个月以上,0.96,20000.0,2.0,0.0,0.0,一致,20000.0,2.0,1.0,2.0,10000.0,2.0,,,,,0.0,0.0,0.0,1.0,41.0,男,-4.0
1,其它,,,高中,一致,0,离婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,31.0,男,1.0
0,其它,,,Missing,一致,0,未说明,8000.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,8180.0,4.0,2.0,2.0,4090.0,2.0,,,,,0.0,0.0,0.0,1.0,38.0,男,-1.0
0,其它,12000.0,6.0,初中,一致,0,已婚,790.0,24 个月以上,0.9,0.0,1.0,0.0,1.0,一致,790.0,1.0,0.25,4.0,197.5,4.0,2.0,3.0,4000.0,3.0,0.0,0.0,0.0,1.0,28.0,男,6.0
0,其它,,,初中,一致,0,已婚,20000.0,24 个月以上,0.94,40000.0,4.0,0.0,0.0,一致,41930.0,5.0,1.6666666666666667,3.0,13976.666666666664,3.0,,,,,0.0,0.0,0.0,1.0,36.0,男,5.0
0,其它,,,Missing,,0,未说明,0.0,24 个月以上,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,2.0,0.0,2.0,,,,,0.0,0.0,0.0,0.0,37.0,男,0.0
0,新一线城市,,,专科,一致,0,已婚,40.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,40.0,1.0,1.0,1.0,40.0,1.0,,,,,0.0,0.0,0.0,1.0,42.0,女,31.0
0,二线城市,1000.0,1.0,初中,一致,0,已婚,1130.0,24 个月以上,0.83,0.0,0.0,0.0,0.0,无记录,3220.0,10.0,2.5,4.0,805.0,4.0,1.0,1.0,1000.0,1.0,0.0,0.0,0.0,1.0,34.0,男,0.0
0,其它,7100.0,4.0,初中,一致,0,离婚,1100.0,12-24个月,0.85,0.0,0.0,0.0,0.0,不一致,1300.0,2.0,0.4,5.0,260.0,5.0,4.0,1.0,7100.0,1.0,0.0,0.0,0.0,1.0,27.0,男,-1.0
0,其它,100.0,1.0,初中,一致,0,未婚,9770.0,24 个月以上,0.9,0.0,0.0,0.0,0.0,不一致,29020.0,4.0,0.8,5.0,5804.0,5.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,1.0,32.0,女,-1.0
0,二线城市,35500.0,10.0,初中,一致,0,已婚,25000.0,12-24个月,0.67,16850.0,15.0,12210.0,1.0,一致,52960.0,12.0,1.2727272727272727,11.0,4810.909090909091,11.0,2.5,4.0,8875.0,4.0,0.0,0.0,0.0,1.0,46.0,男,0.0
0,其它,,,小学,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,48.0,男,6.0
0,其它,,,本科以上,一致,0,已婚,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,32.0,女,13.0
0,其它,,,Missing,一致,0,未说明,20000.0,24 个月以上,0.88,20000.0,2.0,0.0,0.0,一致,20730.0,9.0,1.8333333333333333,6.0,3451.666666666666,6.0,,,,,0.0,0.0,0.0,1.0,20.0,男,-3.0
0,其它,,,初中,一致,0,已婚,2200.0,24 个月以上,0.96,0.0,0.0,2200.0,1.0,一致,2200.0,1.0,0.5,2.0,1100.0,2.0,,,,,0.0,0.0,0.0,0.0,31.0,男,-1.0
0,其它,2200.0,2.0,高中,一致,0,已婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2200.0,1.0,0.0,0.0,0.0,1.0,46.0,男,-1.0
0,其它,,,初中,一致,0,已婚,0.0,,0.92,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,4.0,0.0,4.0,,,,,0.0,0.0,0.0,1.0,40.0,男,0.0
0,其它,,,小学,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,45.0,男,-1.0
0,其它,,,初中,一致,0,未婚,,,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,33.0,女,25.0
1,二线城市,1400.0,2.0,初中,一致,0,未说明,100.0,12-24个月,0.92,-1810.0,2.0,0.0,0.0,一致,100.0,1.0,0.3333333333333333,3.0,33.333333333333336,3.0,1.0,2.0,700.0,2.0,0.0,0.0,0.0,1.0,32.0,男,-1.0
0,其它,,,初中,一致,0,未婚,0.0,24 个月以上,0.98,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,0.0,0.0,1.0,39.0,男,-10.0
1,其它,,,高中,一致,1,已婚,,24 个月以上,,,,,,不一致,,,,,,,,,,,0.0,0.0,0.0,1.0,53.0,男,0.0
0,其它,400.0,1.0,初中,一致,0,已婚,0.0,12-24个月,0.96,0.0,0.0,0.0,0.0,不一致,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,400.0,1.0,0.0,0.0,1.0,1.0,31.0,男,0.0
0,其它,900.0,4.0,初中,一致,1,已婚,1580.0,,0.94,0.0,0.0,0.0,0.0,无记录,1580.0,2.0,1.0,2.0,790.0,2.0,2.0,2.0,450.0,2.0,0.0,0.0,0.0,1.0,34.0,男,0.0
0,其它,300.0,2.0,小学,一致,0,已婚,0.0,12-24个月,0.96,0.0,0.0,0.0,0.0,一致,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,300.0,1.0,0.0,0.0,0.0,0.0,47.0,男,-5.0
0,其它,,,初中,一致,0,已婚,,12-24个月,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,0.0,29.0,女,2.0
0,其它,,,初中,一致,0,已婚,,24 个月以上,,,,,,一致,,,,,,,,,,,0.0,0.0,0.0,1.0,39.0,男,1.0
0,其它,,,初中,一致,0,未婚,,,,,,,,无记录,,,,,,,,,,,0.0,1.0,0.0,1.0,26.0,男,2.0
0,其它,,,初中,一致,0,已婚,4400.0,24 个月以上,0.92,0.0,0.0,0.0,0.0,一致,6570.0,8.0,2.6666666666666665,3.0,2186.6666666666665,3.0,,,,,0.0,0.0,0.0,1.0,43.0,男,0.0
